ID	mu	sigma
11861	40.988	2.908
11862	36.78	2.35
11863	41.059	2.896
11864	38.595	2.348
11865	44.511	2.773
11866	40.871	2.474
11867	37.61	2.474
11868	41.135	2.8
11877	44.049	2.866
11878	45.351	2.927
11879	51.235	3.427
11880	40.354	3.093
11881	45.739	2.91
11882	49.31	3.075
11883	44.719	2.948
11884	47.601	2.894
11888	34.947	2.457
11889	37.094	2.816
11890	35.327	3.239
11904	55.686	3.214
11905	55.353	3.053
11906	52.645	3.299
11907	47.339	3.416
11909	44.149	3.164
11914	44.372	2.639
11915	0	0
11917	49.534	2.765
11920	46.082	3.305
11921	50.416	2.637
11922	50.679	2.717
11923	50.423	2.727
11924	51.294	2.838
11925	45.552	2.797
11926	50.83	2.758
11927	46.699	2.925
11928	54.387	3.276
11929	47.018	3.344
11930	43.563	2.598
11931	48.121	2.927
11932	41.286	2.977
11941	53.846	3.133
11942	57.075	3.122
11943	56.033	3.155
11944	59.95	3.166
11945	59.628	3.004
11946	55.572	3.257
11947	60.224	3.08
11948	54.786	3.164
11952	57.287	3.053
11953	52.726	3.114
11954	53.882	2.942
11968	37.37	3.124
11970	47.525	2.906
11972	46.368	3.114
11974	53.307	3.022
11976	44.088	2.948
11978	54.017	3.041
11979	43.322	2.906
11980	48.281	2.824
11981	46.091	2.876
11982	54.245	2.93
11983	40.282	2.599
11984	44.585	2.924
11985	45.206	3.029
11986	40.046	2.784
11987	46.707	2.923
11989	43.518	3.059
11997	50.962	2.813
11998	49.702	2.844
11999	50.289	2.749
12000	51.095	2.868
12001	51.651	3.157
12002	54.958	3.226
12003	46.685	2.816
12004	48.071	2.882
12020	47.922	3.039
12022	47.322	3.131
12023	49.75	3.002
12024	50.153	3.05
12025	52.461	3.043
12026	50.333	3.183
12027	44.66	3.502
12029	41.375	3.194
12032	21.576	3.074
12034	29.511	2.279
12036	28.121	2.361
12038	32.103	2.308
12040	25.577	2.695
12042	33.771	2.259
12043	30.216	2.447
12044	31.434	2.121
12045	32.113	2.321
12046	30.771	2.099
12047	27.285	2.147
12048	26.702	2.312
12049	25.174	2.017
12050	26.714	2.419
12051	26.435	2.283
12053	24.39	2.562
12061	25.679	2.079
12062	22.582	2.493
12063	29.333	2.203
12064	28.139	2.25
12065	25.685	1.848
12066	28.895	2.149
12067	26.85	2.401
12068	25.289	1.89
12084	27.222	2.721
12086	26.738	2.909
12087	27.499	2.646
12088	23.665	2.594
12089	24.354	2.629
12090	21.147	3.252
12091	25.031	2.907
12093	23.54	3.128
12096	21.899	2.718
12097	20.875	2.541
12098	21.709	2.799
12099	22.217	2.502
12101	18.907	3.175
12106	25.802	2.249
12107	0	0
12109	25.912	2.438
12112	11.473	2.922
12113	11.373	2.543
12114	11.441	2.684
12115	12.032	2.769
12116	12.574	2.876
12117	23.267	2.819
12118	12.38	2.65
12119	24.86	2.487
12120	12.47	2.852
12121	26.606	2.322
12122	25.792	2.35
12123	10.891	2.737
12124	23.008	3.087
12133	24.062	2.809
12134	26.679	2.368
12135	27.411	2.39
12136	27.428	2.321
12137	27.831	2.199
12138	27.455	2.295
12139	26.726	2.329
12140	25.914	2.561
12144	19.828	2.724
12145	17.344	3.47
12146	18.479	2.877
12160	16.74	3.085
12161	16.56	2.983
12162	16.131	3.226
12163	16.626	3.092
12165	15.013	3.267
12170	23.122	2.045
12171	23.453	2.353
12173	23.838	2.028
12176	20.854	2.072
12177	21.521	1.718
12178	21.522	1.956
12179	23.75	1.679
12180	22.516	1.892
12181	22.576	2.309
12182	23.775	1.849
12183	24.13	2.297
12184	24.008	1.769
12185	23.19	2.099
12186	22.731	2.091
12187	20.548	1.957
12188	20.45	2.688
12197	28.953	2.864
12198	33.481	2.758
12199	33.427	2.467
12200	33.556	2.616
12201	29.648	2.46
12202	30.038	2.429
12203	29.183	2.394
12204	26.422	2.64
12208	16.336	3.056
12209	18.21	3.108
12210	17.383	3.111
12224	21.938	2.131
12226	28.017	2.508
12228	31.957	2.457
12230	29.722	2.327
12232	23.506	1.942
12234	28.763	1.911
12235	25.73	2.543
12236	29.543	1.981
12237	30.014	2.004
12238	26.866	2.018
12239	23.529	2.043
12240	21.709	1.825
12241	21.489	2.154
12242	22.548	1.972
12243	21.543	2.145
12245	17.743	2.2
12253	32.184	2.158
12254	28.008	2.547
12255	30.333	1.888
12256	31.536	2.129
12257	31.432	2.033
12258	30.345	1.966
12259	27.579	2.094
12260	29.203	2.123
12276	27.675	2.85
12278	32.249	2.635
12279	32.033	3.006
12280	31.523	2.522
12281	31.99	2.41
12282	31.226	2.062
12283	32.082	2.402
12285	28.625	2.388
131072	42.508	2.937
131074	43.381	3.021
131076	43.529	2.726
131078	48.076	3.087
131080	41.569	2.971
131082	48.945	2.766
131083	43.486	2.94
131084	46.646	2.818
131085	45.093	2.77
131086	46.29	2.907
131087	43.076	2.661
131088	47.425	3.142
131089	43.063	2.631
131090	42.882	2.689
131091	43.125	2.668
131093	38.769	3.52
131101	41.416	2.922
131102	39.314	3.178
131103	41.2	3.237
131104	43.509	2.906
131105	45.439	2.865
131106	46.839	2.98
131107	40.944	3.121
131108	44.205	3.022
131124	43.809	3.106
131126	46.592	2.705
131127	45.49	2.738
131128	48.931	2.688
131129	46.722	2.745
131130	47.849	2.729
131131	47.475	2.686
131133	44.591	3.057
131136	33.175	2.867
131137	37.15	2.454
131138	33.649	2.748
131139	36.206	2.589
131141	28.545	2.947
131146	44.611	2.714
131147	38.975	2.474
131149	40.751	2.613
131152	32.928	2.938
131153	41.265	2.784
131154	43.296	2.604
131155	42.475	2.65
131156	36.028	2.785
131157	36.665	2.776
131158	39.544	2.645
131159	43.18	2.845
131160	41.528	2.588
131161	42.965	2.539
131162	41.391	2.628
131163	34.342	2.729
131164	37.128	2.74
131173	28.617	2.276
131174	31.265	2.495
131175	30.593	2.172
131176	30.848	2.061
131177	31.85	2.168
131178	32.234	2.351
131179	30.427	2.366
131180	29.379	2.326
131184	39.374	2.548
131185	35.957	2.527
131186	35.759	2.45
131200	85.727	4.906
131201	85.03	4.305
131202	89.043	4.782
131203	89.414	4.548
131205	85.778	4.641
131210	78.485	4.011
131211	78.472	4.06
131213	76.475	4.237
131216	67.7	4.38
131217	73.284	3.834
131218	75.058	3.868
131219	73.725	3.781
131220	74.727	4.055
131221	69.853	4.518
131222	75.622	3.867
131223	75.049	4.257
131224	72.931	4.171
131225	76.762	4.167
131226	78.053	4.124
131227	68.48	4.708
131228	73.867	4.379
131237	68.143	4.088
131238	70.93	5.093
131239	67.753	3.925
131240	71.76	5.364
131241	66.766	3.667
131242	68.249	4.192
131243	74.798	4.536
131244	61.28	3.972
131248	83.779	4.285
131249	74.376	4.821
131250	80.954	4.359
131264	64.561	3.71
131266	73.802	3.733
131268	73.726	4.109
131270	74.903	4.194
131272	68.161	3.388
131274	75.558	4.072
131275	63.473	4.317
131276	70.174	4.046
131277	74.627	4.485
131278	79.265	3.856
131279	68.067	3.685
131280	72.225	3.859
131281	70.688	3.406
131282	69.896	3.447
131283	68.546	3.439
131285	64.193	3.851
131293	70.423	3.557
131294	63.604	4.136
131295	64.799	3.77
131296	70.793	4.16
131297	68.496	3.824
131298	69.406	3.99
131299	62.984	3.682
131300	66.162	3.76
131316	47.689	3.198
131318	51.682	3.151
131319	46.171	3.215
131320	54.347	3.034
131321	56.23	3.198
131322	45.805	3.295
131323	51.803	2.989
131325	47.844	3.239
131328	35.273	3.227
131330	40.433	3.412
131332	46.975	3.254
131334	46.424	3.208
131336	39.663	2.845
131338	47.745	3.205
131339	43.738	3.341
131340	47.714	3.148
131341	47.029	3.063
131342	48.338	3.262
131343	39.662	3.029
131344	40.476	3.172
131345	39.007	2.966
131346	40.161	2.826
131347	37.745	2.999
131349	33.847	3.178
131357	47.102	3.14
131358	44.648	3.23
131359	49.932	3.124
131360	49.74	3.127
131361	51.023	3.14
131362	51.577	3.235
131363	44.446	3.38
131364	49.748	3.281
131380	46.156	3.346
131382	47.476	3.015
131383	48.128	3.236
131384	50.436	3.057
131385	49.778	3.014
131386	50.024	3.247
131387	50.183	3.155
131389	45.153	3.263
131392	46.752	2.964
131393	47.029	2.848
131394	47.2	2.935
131395	47.326	3.028
131397	44.414	3.143
131402	85.765	4.325
131403	86.271	4.354
131405	84.584	4.334
131408	77.777	4.609
131409	80.506	4.367
131410	82.204	4.291
131411	80.991	4.263
131412	84.758	4.326
131413	79.178	4.385
131414	84.755	4.385
131415	83.611	4.21
131416	83.219	4.416
131417	85.146	4.366
131418	85.355	4.427
131419	72.512	4.332
131420	77.978	4.644
131429	36.987	2.965
131430	39.922	2.948
131431	41.445	2.851
131432	42.119	2.917
131433	42.362	3.001
131434	40.301	2.945
131435	39.858	2.87
131436	35.674	3.013
131440	47.362	2.96
131441	40.821	3.216
131442	46.445	3.175
131456	82.954	5.741
131457	82.901	5.436
131458	78.173	3.984
131459	80.79	4.131
131461	70.857	4.356
131466	84.405	4.185
131467	74.6	3.842
131469	76.7	3.978
131472	59.323	3.776
131473	63.427	3.772
131474	66.193	4.032
131475	65.476	3.422
131476	62.554	3.577
131477	71.139	4.302
131478	67.074	3.618
131479	75.614	4.104
131480	65.094	3.505
131481	82.38	4.556
131482	79.43	4.113
131483	59.927	3.621
131484	69.493	4.09
131493	63.68	4.04
131494	68.444	3.888
131495	71.821	4.055
131496	74.793	3.963
131497	74.416	4.135
131498	70.386	4.228
131499	68.472	3.823
131500	63.748	3.891
131504	81.997	5.006
131505	73.057	4.31
131506	82.002	5.138
131520	20.923	2.922
131522	23.963	2.993
131524	28.436	2.556
131526	28.907	2.248
131528	24.678	2.947
131530	28.775	2.386
131531	31.626	2.611
131532	29.766	2.518
131533	33.016	2.578
131534	29.114	2.357
131535	23.36	2.483
131536	24.126	2.71
131537	25.102	2.535
131538	23.212	2.098
131539	26.53	2.627
131541	19.921	3.263
131549	51.017	3.273
131550	52.533	3.594
131551	56.827	3.39
131552	55.473	3.649
131553	54.33	3.279
131554	54.649	3.446
131555	46.097	3.541
131556	51.886	3.676
131572	45.152	3.604
131574	52.808	3.099
131575	49.694	3.215
131576	52.362	3.146
131577	52.69	3.052
131578	53.918	3.292
131579	54.026	3.219
131581	50.951	3.422
131584	60.551	4.546
131586	59.754	3.344
131588	62.246	3.686
131590	67.665	3.738
131592	74.294	4.197
131594	62.184	3.451
131595	55.641	3.302
131596	60.437	3.519
131597	57.61	4.104
131598	63.81	3.369
131599	76.787	3.98
131600	74.836	3.862
131601	70.856	4.137
131602	76.086	3.844
131603	75.466	4.089
131605	71.021	4.051
131613	72.58	3.694
131614	69.473	4.048
131615	74.019	3.785
131616	74.344	3.961
131617	74.874	3.923
131618	75.882	3.929
131619	68.553	4.288
131620	75.963	4.051
131636	65.949	3.687
131638	69.174	3.693
131639	69.073	3.742
131640	70.937	3.624
131641	70.251	3.652
131642	67.924	3.665
131643	71.286	3.752
131645	64.147	4.065
131648	55.769	6.789
131649	51.979	6.089
131650	52.904	6.227
131651	54.129	6.502
131653	48.11	5.831
131658	63.385	4.812
131659	62.627	4.904
131661	63.164	4.731
131664	39.926	4.419
131665	46.374	5.013
131666	46.392	4.831
131667	49.041	3.272
131668	42.937	4.916
131669	55.988	4.834
131670	46.182	4.631
131671	61.183	4.907
131672	46.278	5.107
131673	64.09	4.857
131674	63.385	4.531
131675	42.417	4.776
131676	57.248	5.066
131685	56.148	3.68
131686	60.68	3.727
131687	64.663	3.492
131688	65.176	3.44
131689	65.587	3.6
131690	63.033	3.42
131691	63.576	3.817
131692	56.456	4.731
131696	51.581	6.143
131697	46.333	6.397
131698	49.84	5.775
131712	69.523	3.894
131713	68.874	3.605
131714	67.822	3.823
131715	69.618	3.78
131717	62.888	3.986
131722	70.367	3.791
131723	68.17	3.974
131725	69.71	3.632
131728	63.664	4.093
131729	66.435	3.817
131730	67.778	3.701
131731	68.527	3.7
131732	68.489	3.889
131733	64.193	3.985
131734	68.417	3.636
131735	67.647	3.613
131736	68.919	3.825
131737	68.966	3.722
131738	70.018	3.691
131739	62.552	3.6
131740	62.671	4.06
131749	64.035	3.983
131750	69.078	3.68
131751	69.727	3.702
131752	67.694	3.707
131753	69.585	3.686
131754	68.301	3.639
131755	67.385	3.674
131756	63.686	3.765
131760	69.074	3.589
131761	64.972	4.089
131762	68.944	3.837
131776	63.078	5.391
131778	54.403	3.458
131780	58.16	3.646
131782	59.259	3.55
131784	68.447	4.549
131786	58.396	3.63
131787	51.955	3.984
131788	58.29	3.633
131789	57.622	3.756
131790	57.739	3.537
131791	70.928	4.659
131792	68.763	4.847
131793	69.696	4.904
131794	70.816	4.586
131795	65.481	4.563
131797	60.498	4.979
131805	55.435	3.446
131806	56.882	3.356
131807	59.323	3.313
131808	56.776	3.449
131809	58.141	3.574
131810	59.473	3.589
131811	54.171	3.519
131812	57.697	3.511
131828	67.43	4.176
131830	74.366	4.176
131831	70.092	4.032
131832	73.739	4.337
131833	75.454	3.911
131834	68.041	4.064
131835	72.512	4.092
131837	62.007	4.47
131840	48.991	3.005
131842	48.463	3.265
131844	50.754	2.947
131846	55.255	3.196
131848	50.221	2.885
131850	54.084	3.148
131851	45.826	3.457
131852	49.255	3.107
131853	54.886	3.236
131854	52.488	2.917
131855	49.574	2.794
131856	50.434	2.705
131857	49.891	2.892
131858	48.336	2.702
131859	49.222	2.856
131861	46.781	2.959
131869	53.851	3.051
131870	49.298	3.381
131871	54.41	3.003
131872	55.481	3.086
131873	53.806	2.949
131874	54.439	3.022
131875	50.2	3.17
131876	52.849	2.975
131892	53.483	3.748
131894	59.728	3.012
131895	57.644	3.178
131896	56.426	3.231
131897	60.815	3.257
131898	57.482	3.29
131899	62.412	3.506
131901	51.037	3.365
131904	55.771	2.967
131905	53.252	3.093
131906	53.018	3.031
131907	55.306	3.058
131909	49.752	3.19
131914	52.529	2.77
131915	51.883	2.913
131917	51.255	2.966
131920	53.033	3.626
131921	59.167	3.072
131922	58.967	3.074
131923	57.59	3.078
131924	58.33	3.097
131925	47.593	3.119
131926	60.294	3.123
131927	45.951	3.071
131928	57.989	3.18
131929	51.99	2.835
131930	51.565	2.884
131931	55.75	3.348
131932	48.135	3.231
131941	50.974	3.63
131942	62.108	3.501
131943	62.974	3.287
131944	62.807	3.28
131945	61.878	3.279
131946	58.731	3.13
131947	56.57	3.194
131948	52.449	3.412
131952	51.585	2.887
131953	45.594	3.22
131954	48.23	2.975
131968	59.067	3.323
131969	60.787	3.307
131970	56.545	3.159
131971	57.049	3.145
131973	55.306	3.323
131978	54.197	3.154
131979	52.482	3.07
131981	49.407	2.884
131984	46.675	3.054
131985	50.491	3.339
131986	51.889	2.992
131987	52.925	2.959
131988	48.36	2.912
131989	47.582	3.056
131990	47.874	3.263
131991	46.489	2.862
131992	51.799	2.962
131993	53.795	3.148
131994	50.349	2.992
131995	47.622	3.101
131996	49.865	3.214
132005	53.651	3.41
132006	57.311	3.189
132007	57.963	3.162
132008	57.568	3.082
132009	59.822	3.236
132010	59.88	3.469
132011	56.139	3.029
132012	52.214	3.365
132016	59.886	3.221
132017	55.423	3.342
132018	59.573	3.324
132032	47.986	3.245
132034	52.438	3.448
132036	54.917	3.048
132038	56.56	3.201
132040	49.972	2.9
132042	57.13	3.089
132043	55.434	3.376
132044	58.134	3.129
132045	58.425	3.231
132046	56.973	3.139
132047	51.1	3.015
132048	51.733	2.857
132049	51.899	3.131
132050	46.14	3.557
132051	51.308	2.923
132053	49.265	2.991
132061	52.095	2.932
132062	48.892	3.272
132063	52.053	2.97
132064	53.135	2.909
132065	51.104	2.955
132066	52.718	2.938
132067	50.19	3.068
132068	53.988	2.992
132084	39.599	2.771
132086	42.322	2.525
132087	42.06	2.56
132088	42.453	2.558
132089	42.503	2.531
132090	40.25	2.504
132091	42.355	2.474
132093	40.713	2.764
132096	47.057	3.424
132098	46.618	3.486
132100	50.033	3.222
132102	51.985	3.19
132104	50.789	3.38
132106	51.94	3.085
132107	48.411	3.18
132108	51.486	3.062
132109	50.443	3.228
132110	51.491	3.206
132111	53.406	3.445
132112	51.63	3.38
132113	54.374	3.385
132114	53.621	3.361
132115	54.32	3.437
132117	50.106	3.792
132125	39.3	3.094
132126	42.637	3.475
132127	48.9	3.359
132128	45.974	3.273
132129	49.241	3.12
132130	49.449	3.125
132131	45.872	3.267
132132	48.37	3.196
132148	46.122	3.071
132150	48.675	2.947
132151	48.136	3.091
132152	48.678	3.047
132153	47.87	2.862
132154	46.497	2.878
132155	47.343	2.9
132157	43.992	3.241
132160	32.838	2.207
132161	30.342	2.034
132162	31.077	2.277
132163	30.026	2.606
132165	28.53	2.611
132170	19.379	2.027
132171	20.816	2.214
132173	20.68	2.111
132176	21.126	2.886
132177	21.831	2.724
132178	23.778	2.42
132179	23.5	2.203
132180	24.084	2.533
132181	20.88	2.553
132182	22.362	2.367
132183	20.196	2.041
132184	21.926	2.281
132185	20.197	1.954
132186	20.744	2.311
132187	17.782	2.917
132188	21.977	2.584
132197	28.377	2.503
132198	28.052	2.412
132199	30.727	2.566
132200	29.681	2.205
132201	27.806	2.122
132202	29.137	2.235
132203	28.869	2.138
132204	26.038	2.856
132208	32.304	2.397
132209	28.84	2.52
132210	31.545	2.432
132224	32.458	2.287
132225	29.361	2.003
132226	30.617	2.113
132227	30.808	2.198
132229	30.548	2.274
132234	19.128	2.733
132235	18.697	2.803
132237	18.988	3.007
132240	19.687	3.141
132241	20.722	2.94
132242	21.607	2.68
132243	21.325	2.24
132244	21.522	2.255
132245	16.22	3.503
132246	22.073	2.321
132247	18.2	3.36
132248	21.77	2.075
132249	19.893	2.988
132250	18.855	2.935
132251	18.746	3.444
132252	17.879	3.49
132261	33.697	2.793
132262	34.775	2.35
132263	37.127	2.371
132264	36.437	2.334
132265	35.122	2.201
132266	35.102	2.305
132267	34.02	2.334
132268	33.839	2.459
132272	30.145	2.049
132273	26.714	2.995
132274	29.728	2.145
132288	28.621	2.322
132290	15.307	2.84
132292	17.088	2.016
132294	19.525	2.722
132296	29.94	2.203
132298	16.597	2.002
132299	14.143	3.098
132300	16.984	2.079
132301	16.327	2.355
132302	18.955	1.901
132303	30.036	2.046
132304	30.684	2.129
132305	30.784	2.082
132306	29.923	1.934
132307	28.489	2.102
132309	26.357	2.172
132317	30.572	2.413
132318	30.078	2.808
132319	29.921	2.206
132320	29.709	2.326
132321	28.651	2.394
132322	28.799	2.25
132323	0	0
132324	24.943	2.638
132340	30.898	2.908
132342	28.31	2.387
132343	28.148	2.572
132344	32.598	2.449
132345	32.062	2.493
132346	32.848	2.465
132347	35.033	2.613
132349	31.952	2.737
132352	55.608	3.45
132354	60.842	3.644
132356	71.127	3.616
132358	72.114	3.319
132360	59.919	3.169
132362	70.512	3.022
132363	68.146	3.368
132364	69.171	3.247
132365	66.157	3.27
132366	73.126	3.433
132367	62.566	2.96
132368	61.47	3.166
132369	64.463	3.188
132370	61.91	3.167
132371	62.543	3.443
132373	53.785	3.365
132381	67.063	3.467
132382	62.85	3.675
132383	67.628	3.282
132384	66.47	3.35
132385	66.343	3.386
132386	67.07	3.224
132387	60.501	3.587
132388	66.396	3.262
132404	54.184	3.287
132406	58.714	3.06
132407	56.671	3.011
132408	58.983	3.011
132409	56.685	3.206
132410	58.223	3.122
132411	56.596	3.019
132413	51.808	3.781
132416	21.582	3.241
132417	20.878	3.229
132418	21.747	3.429
132419	21.387	3.271
132421	19.252	3.218
132426	21.342	1.903
132427	20.59	2.077
132429	20.0	2.235
132432	25.576	2.536
132433	27.683	2.418
132434	27.532	2.008
132435	26.965	2.154
132436	27.591	2.331
132437	17.153	2.677
132438	27.778	2.316
132439	19.523	2.306
132440	27.12	2.127
132441	20.874	1.94
132442	22.39	2.037
132443	25.595	2.384
132444	19.133	2.058
132453	22.618	2.19
132454	25.106	2.075
132455	25.533	2.011
132456	25.784	1.902
132457	25.157	1.975
132458	23.983	2.323
132459	25.041	2.211
132460	21.456	2.75
132464	18.658	3.189
132465	15.117	3.487
132466	18.167	3.375
132480	32.581	2.116
132481	32.498	2.124
132482	31.61	2.237
132483	31.155	2.035
132485	28.502	2.504
132490	28.502	1.952
132491	28.657	2.027
132493	26.643	2.046
132496	30.684	2.496
132497	25.216	1.897
132498	27.599	2.053
132499	29.656	2.354
132500	32.209	2.159
132501	24.969	2.255
132502	32.957	2.252
132503	27.805	2.145
132504	31.597	2.185
132505	28.788	2.044
132506	29.486	2.036
132507	26.026	2.255
132508	26.749	2.047
132517	26.277	2.366
132518	27.368	2.35
132519	28.552	2.133
132520	28.728	2.231
132521	29.482	2.07
132522	29.57	2.069
132523	28.378	2.12
132524	26.72	2.466
132528	30.591	2.007
132529	29.286	2.244
132530	29.398	1.994
132544	31.782	2.655
132546	30.26	2.943
132548	33.106	2.804
132550	29.466	2.779
132552	34.601	2.327
132554	34.608	2.65
132555	30.297	3.179
132556	35.245	2.674
132557	34.288	2.905
132558	33.994	2.854
132559	33.404	2.161
132560	34.456	2.307
132561	32.585	2.187
132562	31.926	2.095
132563	33.176	2.616
132565	29.211	2.387
132573	36.177	2.693
132574	33.595	2.649
132575	35.591	2.505
132576	31.973	2.732
132577	32.471	3.084
132578	31.413	2.688
132579	31.548	2.631
132580	36.14	2.635
132596	33.406	2.84
132598	38.013	2.485
132599	38.646	2.549
132600	37.268	2.28
132601	35.659	2.288
132602	39.689	2.586
132603	38.185	2.376
132605	37.187	2.594
132608	69.504	4.247
132610	82.261	4.551
132612	87.774	4.298
132614	87.015	4.268
132616	74.407	3.892
132618	89.089	4.281
132619	86.301	4.401
132620	90.268	4.282
132621	87.804	4.505
132622	88.835	4.127
132623	80.635	3.982
132624	81.356	4.112
132625	74.541	4.232
132626	77.013	4.296
132627	74.621	4.182
132629	62.272	4.884
132637	77.772	4.106
132638	66.328	4.293
132639	75.957	3.986
132640	78.171	3.955
132641	75.856	3.813
132642	78.141	3.941
132643	70.822	3.86
132644	75.871	4.087
132660	69.065	4.046
132662	76.043	3.958
132663	73.755	3.904
132664	79.971	4.167
132665	77.256	4.165
132666	74.308	4.021
132667	76.695	3.869
132669	70.162	4.062
132672	86.66	4.367
132673	84.071	4.264
132674	84.252	4.448
132675	86.105	4.278
132677	77.743	5.086
132682	104.349	5.082
132683	102.47	5.3
132685	100.578	4.522
132688	91.912	5.256
132689	100.738	4.988
132690	104.061	4.539
132691	102.219	4.947
132692	102.287	5.145
132693	89.116	5.218
132694	98.894	4.719
132695	95.307	4.605
132696	103.885	4.902
132697	99.697	4.834
132698	100.025	4.985
132699	90.85	4.786
132700	96.164	4.99
132709	71.616	4.115
132710	76.212	4.302
132711	72.466	3.949
132712	76.156	4.296
132713	74.313	4.245
132714	70.355	4.417
132715	71.771	4.094
132716	66.324	4.153
132720	84.563	4.261
132721	73.652	4.954
132722	81.782	4.59
132736	84.994	4.753
132737	82.536	4.459
132738	79.077	4.186
132739	79.488	4.233
132741	76.905	5.169
132746	85.773	4.663
132747	82.931	4.68
132749	84.302	4.201
132752	74.489	4.289
132753	84.235	4.402
132754	82.416	4.369
132755	83.278	4.412
132756	77.743	4.457
132757	74.62	4.858
132758	80.991	4.06
132759	83.273	4.108
132760	81.532	4.211
132761	84.96	4.077
132762	84.624	4.335
132763	77.132	5.14
132764	73.494	4.659
132773	78.277	4.602
132774	86.013	4.379
132775	84.212	4.317
132776	85.279	4.214
132777	84.842	4.144
132778	83.925	4.148
132779	83.46	4.511
132780	78.089	4.918
132784	80.221	4.204
132785	76.281	4.411
132786	81.744	4.294
132800	92.288	4.552
132802	77.562	4.413
132804	86.757	4.53
132806	90.308	4.402
132808	99.471	4.512
132810	88.678	4.388
132811	81.994	5.199
132812	87.23	4.228
132813	88.951	5.257
132814	86.84	4.567
132815	97.762	4.576
132816	95.716	4.625
132817	95.513	4.353
132818	95.716	4.535
132819	94.883	4.466
132821	89.522	4.476
132829	84.211	4.393
132830	78.177	4.537
132831	85.681	4.36
132832	83.109	4.278
132833	81.01	4.415
132834	84.883	4.15
132835	75.433	4.021
132836	80.672	4.315
132852	84.853	4.691
132854	92.992	4.887
132855	87.941	4.35
132856	91.657	4.457
132857	95.439	5.055
132858	93.123	4.735
132859	90.293	4.429
132861	81.015	4.797
132864	72.476	3.745
132866	73.33	4.192
132868	83.243	3.828
132870	79.208	3.792
132872	79.928	3.938
132874	83.285	3.86
